id,route,page,area,widget,component,elementType,canonicalGroup,clusterId,label,accessibleName,ariaLabel,placeholder,href,action,eventHandlers,states,sourceFile,sourceLine,staticFound,runtimeFound,selector,role,visible,disabled,hasAccessibleName,hasStableTestId,needsAriaLabel,needsAnalyticsEvent,risk,matchStatus,probableDuplicate,potentiallyDead,unstableSelector,priorityScore,priorityLevel,priorityReasons,notes
ui.shared.textinput.ученик-или-предмет.input,/unknown,Index,main,TextInput,TextInput,input,input,cluster.input-ученик-или-предмет-main,Ученик или предмет,Ученик или предмет,,Ученик или предмет,,,,default|idle,frontend-gravity/templates/Finance/PackagesPage/index.tsx,144,true,false,,,,false,true,false,false,false,low,static-only,false,false,false,20,low,unknown route attribution|runtime crawl incomplete,
ui.shared.pilltabs.item-1.tab,/unknown,Index,main,PillTabs,PillTabs,tab,tab,cluster.tab-main,,,,,,(v) => setTab(v),onChange,default|idle,frontend-gravity/templates/Finance/PackagesPage/index.tsx,165,true,false,,,,false,false,false,true,true,high,static-only,true,true,false,138,high,high a11y risk|missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|probable duplicate|runtime crawl incomplete,
ui.shared.text.hassearch-ничего-не-найдено-пакетов-пока-нет.button,/unknown,Index,main,Text,Text,button,button,cluster.button-hassearch-ничего-не-найдено-пакетов-пока-нет-main,"hasSearch ? ""Ничего не найдено"" : ""Пакетов пока нет""","hasSearch ? ""Ничего не найдено"" : ""Пакетов пока нет""",,,,,,default|idle,frontend-gravity/templates/Finance/PackagesPage/index.tsx,190,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.text.hassearch-попробуйте-изменить-запрос-или-очистить-поиск-создайте-пакет-занятий-д.button,/unknown,Index,main,Text,Text,button,button,cluster.button-hassearch-попробуйте-изменить-запрос-или-очистить-поиск-создайте-пакет-занятий-для-ученика-это-удобно-для-оптовых,"hasSearch ? ""Попробуйте изменить запрос или очистить поиск."" : ""Создайте пакет занятий для ученика — это удобно для оптовых договорённостей.""","hasSearch ? ""Попробуйте изменить запрос или очистить поиск."" : ""Создайте пакет занятий для ученика — это удобно для оптовых договорённостей.""",,,,,,default|idle,frontend-gravity/templates/Finance/PackagesPage/index.tsx,193,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.button.очистить-поиск.button,/unknown,Index,main,Button,Button,button,button,cluster.button-очистить-поиск-main,Очистить поиск,Очистить поиск,,,,"() => setSearch("""")",onClick,default|idle,frontend-gravity/templates/Finance/PackagesPage/index.tsx,199,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.createpackagemodal.item-6.modal,/unknown,Index,modal,CreatePackageModal,CreatePackageModal,modal,modal,cluster.modal-modal,,,,,,,,default|idle,frontend-gravity/templates/Finance/PackagesPage/index.tsx,295,true,false,,,,false,false,false,false,false,low,static-only,true,false,false,28,low,unknown route attribution|probable duplicate|runtime crawl incomplete,
ui.shared.unknown.item-date-getmethodlabel-item-method-item-amount-tolocalestring-ru-ru-getstatusl.button,/unknown,Index,main,unknown,button,button,button,cluster.button-item-date-getmethodlabel-item-method-item-amount-tolocalestring-ru-ru-getstatuslabel-item-status-main,"item.date · getMethodLabel(item.method) item.amount.toLocaleString(""ru-RU"") ₽ getStatusLabel(item.status)","item.date · getMethodLabel(item.method) item.amount.toLocaleString(""ru-RU"") ₽ getStatusLabel(item.status)",,,,onClick,onClick,default|idle,frontend-gravity/templates/Finance/PaymentsListPage/Item/index.tsx,15,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.unknown.see-all-transactions.button,/unknown,Index,main,unknown,button,button,button,cluster.button-see-all-transactions-main,See all transactions,See all transactions,,,,,,default|idle,frontend-gravity/templates/Finance/PaymentsListPage/LatestTransfers/index.tsx,59,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.unknown.item-title-account-ending-in-item-details-item-currency.button,/unknown,Index,main,unknown,button,button,button,cluster.button-item-title-account-ending-in-item-details-item-currency-main,item.title Account ending in item.details item.currency,item.title Account ending in item.details item.currency,,,,() => setVisible(true),onClick,default|idle,frontend-gravity/templates/Finance/PaymentsListPage/RecentTransfers/index.tsx,19,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.appdialog.send-funds.button,/unknown,Index,modal,AppDialog,button,button,button,cluster.button-send-funds-modal,Send Funds,Send Funds,,,,,,default|idle,frontend-gravity/templates/Finance/PaymentsListPage/RecipientDetails/index.tsx,97,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.appdialog.edit-details.button,/unknown,Index,modal,AppDialog,button,button,button,cluster.button-edit-details-modal,Edit Details,Edit Details,,,,,,default|idle,frontend-gravity/templates/Finance/PaymentsListPage/RecipientDetails/index.tsx,100,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.dropdownmenu.item-0.menuitem,/unknown,Index,main,DropdownMenu,DropdownMenu,menuitem,menu,cluster.menu-main,,,,,,,,default|idle,frontend-gravity/templates/Finance/PaymentsListPage/Row/index.tsx,48,true,false,,,,false,false,false,true,true,high,static-only,true,true,false,138,high,high a11y risk|missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|probable duplicate|runtime crawl incomplete,
ui.shared.textinput.имя-ученика.input,/unknown,Index,main,TextInput,TextInput,input,input,cluster.input-имя-ученика-main,Имя ученика,Имя ученика,,Имя ученика,,,,default|idle,frontend-gravity/templates/Finance/PaymentsListPage/index.tsx,118,true,false,,,,false,true,false,false,false,low,static-only,false,false,false,20,low,unknown route attribution|runtime crawl incomplete,
ui.shared.alert.не-удалось-удалить-оплату.button,/unknown,Index,main,Alert,Alert,button,button,cluster.button-не-удалось-удалить-оплату-main,Не удалось удалить оплату,Не удалось удалить оплату,,,,,,default|idle,frontend-gravity/templates/Finance/PaymentsListPage/index.tsx,152,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.text.hassearch-ничего-не-найдено-пока-нет-оплат.button,/unknown,Index,main,Text,Text,button,button,cluster.button-hassearch-ничего-не-найдено-пока-нет-оплат-main,"hasSearch ? ""Ничего не найдено"" : ""Пока нет оплат""","hasSearch ? ""Ничего не найдено"" : ""Пока нет оплат""",,,,,,default|idle,frontend-gravity/templates/Finance/PaymentsListPage/index.tsx,168,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.text.hassearch-попробуйте-изменить-запрос-или-очистить-поиск-записывайте-оплаты-чтобы.button,/unknown,Index,main,Text,Text,button,button,cluster.button-hassearch-попробуйте-изменить-запрос-или-очистить-поиск-записывайте-оплаты-чтобы-видеть-историю-и-баланс-учеников,"hasSearch ? ""Попробуйте изменить запрос или очистить поиск."" : ""Записывайте оплаты, чтобы видеть историю и баланс учеников.""","hasSearch ? ""Попробуйте изменить запрос или очистить поиск."" : ""Записывайте оплаты, чтобы видеть историю и баланс учеников.""",,,,,,default|idle,frontend-gravity/templates/Finance/PaymentsListPage/index.tsx,171,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.pageoverlay.удалить-оплату.button,/unknown,Index,main,PageOverlay,button,button,button,cluster.button-удалить-оплату-main,Удалить оплату,Удалить оплату,Удалить оплату,,,() => requestDeletePayment(p),onClick,disabled|idle,frontend-gravity/templates/Finance/PaymentsListPage/index.tsx,234,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.text.pendingdelete-pendingdelete-studentname-pendingdelete-amount-tolocalestring-ru-r.button,/unknown,Index,main,Text,Text,button,button,cluster.button-pendingdelete-pendingdelete-studentname-pendingdelete-amount-tolocalestring-ru-ru-действие-нельзя-отменить-действ,"pendingDelete ? `${pendingDelete.studentName}, ${pendingDelete.amount.toLocaleString(""ru-RU"")} ₽. Действие нельзя отменить.` : ""Действие нельзя отменить.""","pendingDelete ? `${pendingDelete.studentName}, ${pendingDelete.amount.toLocaleString(""ru-RU"")} ₽. Действие нельзя отменить.` : ""Действие нельзя отменить.""",,,,,,default|idle,frontend-gravity/templates/Finance/PaymentsListPage/index.tsx,272,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.link.войти.link,/unknown,Index,main,Link,Link,link,link,cluster.link-войти-auth-view-signin-main,Войти,Войти,,,/auth?view=signin,,,default|idle,frontend-gravity/templates/Landing/HomePage/index.tsx,534,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.link.до-5-учеников-бесплатно.link,/unknown,Index,main,Link,Link,link,link,cluster.link-до-5-учеников-бесплатно-auth-view-signup-main,До 5 учеников бесплатно,До 5 учеников бесплатно,,,/auth?view=signup,,,default|idle,frontend-gravity/templates/Landing/HomePage/index.tsx,537,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.gdropdownmenu.item-2.menuitem,/unknown,Index,main,GDropdownMenu,GDropdownMenu,menuitem,menu,cluster.menu-main,,,,,,,,default|idle,frontend-gravity/templates/Landing/HomePage/index.tsx,546,true,false,,,,false,false,false,true,true,high,static-only,true,true,false,138,high,high a11y risk|missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|probable duplicate|runtime crawl incomplete,
ui.shared.link.repeto.link,/unknown,Index,main,Link,Link,link,link,cluster.link-repeto-main,Repeto,Repeto,Repeto,,/,,,default|idle,frontend-gravity/templates/Landing/HomePage/index.tsx,612,true,false,,,,false,true,false,false,true,low,static-only,true,true,false,88,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|probable duplicate|runtime crawl incomplete,
ui.shared.unknown.item-label.link,/unknown,Index,main,unknown,a,link,link,cluster.link-item-label-item-href-main,item.label,item.label,,,item.href,,,default|idle,frontend-gravity/templates/Landing/HomePage/index.tsx,625,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.link.начать-бесплатно-до-5-учеников.link,/unknown,Index,main,Link,Link,link,link,cluster.link-начать-бесплатно-до-5-учеников-auth-view-signup-main,Начать бесплатно - до 5 учеников,Начать бесплатно - до 5 учеников,,,/auth?view=signup,,,default|idle,frontend-gravity/templates/Landing/HomePage/index.tsx,673,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.unknown.посмотреть-как-работает.link,/unknown,Index,main,unknown,a,link,link,cluster.link-посмотреть-как-работает-features-main,Посмотреть как работает,Посмотреть как работает,,,#features,,,default|idle,frontend-gravity/templates/Landing/HomePage/index.tsx,676,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.card.ближайшие-занятия-showcasetodaylessons-map-lesson-div-key-lesson-id-classname-re.widget,/unknown,Index,main,Card,Card,widget,widget,cluster.widget-ближайшие-занятия-showcasetodaylessons-map-lesson-div-key-lesson-id-classname-repeto-week-lesson-row-style-displa,"Ближайшие занятия showcaseTodayLessons.map((lesson) => ( <div key={lesson.id} className=""repeto-week-lesson-row"" style={{ display: ""flex"", alignItems: ""center"", width: ""100%"", background: ""transparent"", cursor: ""default"", textAlign: ""left"", }} > <StudentAvatar student={{ name: lesson.studentName, avatarUrl: undefined }} size=""s"" /> <div style={{ flex: 1, minWidth: 0 }}> <div style={{ display: ""flex"", justifyContent: ""space-between"", alignItems: ""center"", marginBottom: 2, }} > <Text variant=""body-2"" ellipsis className=""repeto-dashboard-entity-name""> <StudentNameWithBadge name={shortName(lesson.studentName)} hasRepetoAccount={lesson.hasRepetoAccount} truncate /> </Text> <Text variant=""body-1"" color=""secondary"" style={{ flexShrink: 0, marginLeft: 8, fontVariantNumeric: ""tabular-nums"" }} > {lesson.startTime} - {lesson.endTime} </Text> </div> <div style={{ display: ""flex"", justifyContent: ""space-between"", alignItems: ""center"", }} > <Text variant=""body-1"" color=""secondary""> {lesson.subject} </Text> <Label theme={showcaseStatusTheme(lesson.status)} size=""xs""> {showcaseStatusLabel(lesson.status)} </Label> </div> </div> </div> ))","Ближайшие занятия showcaseTodayLessons.map((lesson) => ( <div key={lesson.id} className=""repeto-week-lesson-row"" style={{ display: ""flex"", alignItems: ""center"", width: ""100%"", background: ""transparent"", cursor: ""default"", textAlign: ""left"", }} > <StudentAvatar student={{ name: lesson.studentName, avatarUrl: undefined }} size=""s"" /> <div style={{ flex: 1, minWidth: 0 }}> <div style={{ display: ""flex"", justifyContent: ""space-between"", alignItems: ""center"", marginBottom: 2, }} > <Text variant=""body-2"" ellipsis className=""repeto-dashboard-entity-name""> <StudentNameWithBadge name={shortName(lesson.studentName)} hasRepetoAccount={lesson.hasRepetoAccount} truncate /> </Text> <Text variant=""body-1"" color=""secondary"" style={{ flexShrink: 0, marginLeft: 8, fontVariantNumeric: ""tabular-nums"" }} > {lesson.startTime} - {lesson.endTime} </Text> </div> <div style={{ display: ""flex"", justifyContent: ""space-between"", alignItems: ""center"", }} > <Text variant=""body-1"" color=""secondary""> {lesson.subject} </Text> <Label theme={showcaseStatusTheme(lesson.status)} size=""xs""> {showcaseStatusLabel(lesson.status)} </Label> </div> </div> </div> ))",,,,,,default|idle,frontend-gravity/templates/Landing/HomePage/index.tsx,840,true,false,,,,false,true,false,false,false,low,static-only,false,false,false,20,low,unknown route attribution|runtime crawl incomplete,
ui.shared.text.lesson-starttime-lesson-endtime.button,/unknown,Index,main,Text,Text,button,button,cluster.button-lesson-starttime-lesson-endtime-main,lesson.startTime - lesson.endTime,lesson.startTime - lesson.endTime,,,,,,default|idle,frontend-gravity/templates/Landing/HomePage/index.tsx,881,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.label.showcasestatuslabel-lesson-status.button,/unknown,Index,main,Label,Label,button,button,cluster.button-showcasestatuslabel-lesson-status-main,showcaseStatusLabel(lesson.status),showcaseStatusLabel(lesson.status),,,,,,default|idle,frontend-gravity/templates/Landing/HomePage/index.tsx,899,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.link.попробовать-бесплатно.link,/unknown,Index,main,Link,Link,link,link,cluster.link-попробовать-бесплатно-auth-view-signup-main,Попробовать бесплатно,Попробовать бесплатно,,,/auth?view=signup,,,default|idle,frontend-gravity/templates/Landing/HomePage/index.tsx,1044,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.unknown.оплата-помесячно.button,/unknown,Index,main,unknown,button,button,button,cluster.button-оплата-помесячно-main,Оплата помесячно,Оплата помесячно,,,,() => setYearly(false),onClick,default|idle,frontend-gravity/templates/Landing/HomePage/index.tsx,1085,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.unknown.оплата-за-год.button,/unknown,Index,main,unknown,button,button,button,cluster.button-оплата-за-год-main,Оплата за год,Оплата за год,,,,() => setYearly(true),onClick,default|idle,frontend-gravity/templates/Landing/HomePage/index.tsx,1092,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.unknown.plan-ctaprimary.link,/unknown,Index,main,unknown,a,link,link,cluster.link-plan-ctaprimary-auth-view-signup-plan-plan-id-billing-yearly-year-month-main,plan.ctaPrimary,plan.ctaPrimary,,,"`/auth?view=signup&plan=${plan.id}&billing=${yearly ? ""year"" : ""month""}`",,,default|idle,frontend-gravity/templates/Landing/HomePage/index.tsx,1124,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.link.начать-бесплатно.link,/unknown,Index,main,Link,Link,link,link,cluster.link-начать-бесплатно-auth-view-signup-main,Начать бесплатно,Начать бесплатно,,,/auth?view=signup,,,default|idle,frontend-gravity/templates/Landing/HomePage/index.tsx,1183,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.link.пользовательское-соглашение.link,/unknown,Index,main,Link,Link,link,link,cluster.link-пользовательское-соглашение-legal-main,Пользовательское соглашение,Пользовательское соглашение,,,/legal,,,default|idle,frontend-gravity/templates/Landing/HomePage/index.tsx,1194,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.link.политика-конфиденциальности.link,/unknown,Index,main,Link,Link,link,link,cluster.link-политика-конфиденциальности-legal-privacy-main,Политика конфиденциальности,Политика конфиденциальности,,,/legal#privacy,,,default|idle,frontend-gravity/templates/Landing/HomePage/index.tsx,1197,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.unknown.help-repeto-ru.link,/unknown,Index,main,unknown,a,link,link,cluster.link-help-repeto-ru-mailto-help-repeto-ru-main,help@repeto.ru,help@repeto.ru,,,mailto:help@repeto.ru,,,default|idle,frontend-gravity/templates/Landing/HomePage/index.tsx,1200,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.text.item-title.button,/unknown,Index,main,Text,Text,button,button,cluster.button-item-title-main,item.title,item.title,,,,,,default|idle,frontend-gravity/templates/Notifications/NotificationsPage/NotificationItem/index.tsx,145,true,false,,,,false,true,false,false,true,low,static-only,true,true,false,88,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|probable duplicate|runtime crawl incomplete,
ui.shared.text.item-time.button,/unknown,Index,main,Text,Text,button,button,cluster.button-item-time-main,item.time,item.time,,,,,,default|idle,frontend-gravity/templates/Notifications/NotificationsPage/NotificationItem/index.tsx,149,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.button.подтвердить.button,/unknown,Index,main,Button,Button,button,button,cluster.button-подтвердить-main,Подтвердить,Подтвердить,,,,(e) => { e.stopPropagation(); onConfirmBooking?.(item.id); },onClick,default|idle,frontend-gravity/templates/Notifications/NotificationsPage/NotificationItem/index.tsx,168,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.button.отклонить.button,/unknown,Index,main,Button,Button,button,button,cluster.button-отклонить-main,Отклонить,Отклонить,,,,(e) => { e.stopPropagation(); onRejectBooking?.(item.id); },onClick,default|idle,frontend-gravity/templates/Notifications/NotificationsPage/NotificationItem/index.tsx,171,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.button.подтвердить-перенос.button,/unknown,Index,main,Button,Button,button,button,cluster.button-подтвердить-перенос-main,Подтвердить перенос,Подтвердить перенос,,,,(e) => { e.stopPropagation(); onConfirmReschedule?.(item.id); },onClick,default|idle,frontend-gravity/templates/Notifications/NotificationsPage/NotificationItem/index.tsx,180,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.link.entitylink-label.link,/unknown,Index,main,Link,Link,link,link,cluster.link-entitylink-label-entitylink-href-main,entityLink.label,entityLink.label,,,entityLink.href,(e) => e.stopPropagation(),onClick,default|idle,frontend-gravity/templates/Notifications/NotificationsPage/NotificationItem/index.tsx,191,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.unknown.item-actionlabel.button,/unknown,Index,main,unknown,button,button,button,cluster.button-item-actionlabel-main,item.actionLabel,item.actionLabel,,,,(e) => { e.stopPropagation(); onAction?.(); },onClick,default|idle,frontend-gravity/templates/Notifications/NotificationsPage/NotificationItem/index.tsx,207,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.gravitylayout.прочитать-все-unreadcount.button,/unknown,Index,sidebar,GravityLayout,button,button,button,cluster.button-прочитать-все-unreadcount-sidebar,Прочитать все unreadCount,Прочитать все unreadCount,,,,handleMarkAllRead,onClick,disabled|idle,frontend-gravity/templates/Notifications/NotificationsPage/index.tsx,78,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.alert.не-удалось-выполнить-действие.button,/unknown,Index,main,Alert,Alert,button,button,cluster.button-не-удалось-выполнить-действие-main,Не удалось выполнить действие,Не удалось выполнить действие,,,,,,default|idle,frontend-gravity/templates/Notifications/NotificationsPage/index.tsx,92,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.card.нет-уведомлений-здесь-будут-появляться-уведомления-об-оплатах-занятиях-и-других-.widget,/unknown,Index,main,Card,Card,widget,widget,cluster.widget-нет-уведомлений-здесь-будут-появляться-уведомления-об-оплатах-занятиях-и-других-событиях-main,"Нет уведомлений Здесь будут появляться уведомления об оплатах, занятиях и других событиях.","Нет уведомлений Здесь будут появляться уведомления об оплатах, занятиях и других событиях.",,,,,,default|idle,frontend-gravity/templates/Notifications/NotificationsPage/index.tsx,103,true,false,,,,false,true,false,false,false,low,static-only,false,false,false,20,low,unknown route attribution|runtime crawl incomplete,
ui.shared.text.нет-уведомлений.button,/unknown,Index,main,Text,Text,button,button,cluster.button-нет-уведомлений-main,Нет уведомлений,Нет уведомлений,,,,,,default|idle,frontend-gravity/templates/Notifications/NotificationsPage/index.tsx,104,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.text.здесь-будут-появляться-уведомления-об-оплатах-занятиях-и-других-событиях.button,/unknown,Index,main,Text,Text,button,button,cluster.button-здесь-будут-появляться-уведомления-об-оплатах-занятиях-и-других-событиях-main,"Здесь будут появляться уведомления об оплатах, занятиях и других событиях.","Здесь будут появляться уведомления об оплатах, занятиях и других событиях.",,,,,,default|idle,frontend-gravity/templates/Notifications/NotificationsPage/index.tsx,107,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.card.filtered-map-n-notificationitem-key-n-id-item-n-onread-handlemarkread-onconfirmb.widget,/unknown,Index,main,Card,Card,widget,widget,cluster.widget-filtered-map-n-notificationitem-key-n-id-item-n-onread-handlemarkread-onconfirmbooking-handleconfirmbooking-onrej,filtered.map((n) => ( <NotificationItem key={n.id} item={n} onRead={handleMarkRead} onConfirmBooking={handleConfirmBooking} onRejectBooking={handleRejectBooking} onConfirmReschedule={handleConfirmReschedule} onRejectReschedule={handleRejectReschedule} /> )),filtered.map((n) => ( <NotificationItem key={n.id} item={n} onRead={handleMarkRead} onConfirmBooking={handleConfirmBooking} onRejectBooking={handleRejectBooking} onConfirmReschedule={handleConfirmReschedule} onRejectReschedule={handleRejectReschedule} /> )),,,,,,default|idle,frontend-gravity/templates/Notifications/NotificationsPage/index.tsx,112,true,false,,,,false,true,false,false,false,low,static-only,false,false,false,20,low,unknown route attribution|runtime crawl incomplete,
ui.shared.text.загрузка.button,/unknown,Index,main,Text,Text,button,button,cluster.button-загрузка-main,Загрузка...,Загрузка...,,,,,,default|idle,frontend-gravity/templates/Public/BookingPage/index.tsx,773,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.text.не-удалось-открыть-запись.button,/unknown,Index,main,Text,Text,button,button,cluster.button-не-удалось-открыть-запись-main,Не удалось открыть запись,Не удалось открыть запись,,,,,,default|idle,frontend-gravity/templates/Public/BookingPage/index.tsx,778,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.text.loaderror.button,/unknown,Index,main,Text,Text,button,button,cluster.button-loaderror-main,loadError,loadError,,,,,,default|idle,frontend-gravity/templates/Public/BookingPage/index.tsx,779,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.link.к-странице-преподавателя.link,/unknown,Index,main,Link,Link,link,link,cluster.link-к-странице-преподавателя-t-slug-main,К странице преподавателя,К странице преподавателя,,,`/t/${slug}`,,,default|idle,frontend-gravity/templates/Public/BookingPage/index.tsx,786,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.button.к-странице-преподавателя.button,/unknown,Index,main,Button,Button,button,button,cluster.button-к-странице-преподавателя-main,К странице преподавателя,К странице преподавателя,,,,,,default|idle,frontend-gravity/templates/Public/BookingPage/index.tsx,787,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.text.репетитор-не-найден.button,/unknown,Index,main,Text,Text,button,button,cluster.button-репетитор-не-найден-main,Репетитор не найден,Репетитор не найден,,,,,,default|idle,frontend-gravity/templates/Public/BookingPage/index.tsx,794,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
